Code INSEE région;Région;Date;Heure;Consommation (MW);Thermique (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);Stockage batterie;Déstockage batterie;Eolien terrestre;Eolien offshore;Total gen (MW)
44;Grand Est;2024-03-12;00:30;5019;1341;7067;1261;0;926;-5;158;-5727;0;0;1261;0;10748
24;Centre-Val de Loire;2024-03-12;00:30;2275;54;7791;425;0;44;0;50;-6090;0;0;425;0;8364
28;Normandie;2024-03-12;00:30;3457;288;7869;248;0;11;0;87;-5046;0;0;182;66;8503
75;Nouvelle-Aquitaine;2024-03-12;01:00;5180;183;3266;474;0;1258;0;185;-178;0;0;474;0;5366
84;Auvergne-Rhône-Alpes;2024-03-12;01:00;7718;579;9524;239;0;4037;-2;123;-6782;0;0;239;0;14500
24;Centre-Val de Loire;2024-03-12;01:00;2168;54;7789;395;0;12;0;51;-6132;0;0;395;0;8301
32;Hauts-de-France;2024-03-12;01:00;5636;1274;4453;759;0;2;0;134;-985;0;0;759;0;6622
76;Occitanie;2024-03-12;01:00;4376;46;2579;910;0;2065;-17;107;-1314;0;0;910;0;5690
27;Bourgogne-Franche-Comté;2024-03-12;01:00;2229;128;0;337;0;162;0;49;1554;0;0;337;0;676
53;Bretagne;2024-03-12;01:00;2753;265;0;379;0;186;-1;54;1870;0;0;270;108;883
52;Pays de la Loire;2024-03-12;01:00;3156;564;0;399;0;5;0;54;2134;0;0;313;86;1022
93;Provence-Alpes-Côte d'Azur;2024-03-12;01:00;4782;1214;0;51;0;1545;0;85;1886;0;0;51;0;2895
44;Grand Est;2024-03-12;01:00;4895;841;7067;1183;0;919;-5;158;-5266;0;0;1183;0;10163
11;Île-de-France;2024-03-12;01:00;7629;395;0;40;0;0;0;125;7070;0;0;40;0;560
28;Normandie;2024-03-12;01:00;3274;287;7867;248;0;11;0;87;-5226;0;0;193;55;8500
75;Nouvelle-Aquitaine;2024-03-12;01:30;5335;183;3266;468;0;1229;0;187;4;0;0;468;0;5333
27;Bourgogne-Franche-Comté;2024-03-12;01:30;2273;127;0;339;0;70;0;50;1686;0;0;339;0;586
24;Centre-Val de Loire;2024-03-12;01:30;2215;54;7789;376;0;12;0;50;-6066;0;0;376;0;8281
76;Occitanie;2024-03-12;01:30;4365;46;2579;951;0;2204;-17;107;-1504;0;0;951;0;5870
44;Grand Est;2024-03-12;01:30;4825;757;7067;1123;0;924;-5;157;-5197;0;0;1123;0;10023
32;Hauts-de-France;2024-03-12;01:30;5614;1270;4454;719;0;2;0;134;-963;0;0;719;0;6579
52;Pays de la Loire;2024-03-12;01:30;3191;568;0;398;0;5;0;54;2167;0;0;313;84;1025
53;Bretagne;2024-03-12;01:30;2684;233;0;401;0;188;-1;55;1808;0;0;277;124;876
11;Île-de-France;2024-03-12;01:30;7351;395;0;40;0;0;0;124;6793;0;0;40;0;559
28;Normandie;2024-03-12;01:30;3334;287;7864;257;0;11;0;87;-5172;0;0;194;63;8506
93;Provence-Alpes-Côte d'Azur;2024-03-12;01:30;4785;1061;0;53;0;1540;0;84;2048;0;0;53;0;2738
84;Auvergne-Rhône-Alpes;2024-03-12;01:30;7664;574;9525;215;0;3816;-2;122;-6586;0;0;215;0;14250
27;Bourgogne-Franche-Comté;2024-03-12;02:00;2327;127;0;347;0;52;0;50;1751;0;0;347;0;576
11;Île-de-France;2024-03-12;02:00;7123;395;0;37;0;0;0;128;6565;0;0;37;0;560
76;Occitanie;2024-03-12;02:00;4339;46;2579;915;0;2196;-17;108;-1486;0;0;915;0;5827
84;Auvergne-Rhône-Alpes;2024-03-12;02:00;7663;573;9528;216;0;3826;-2;122;-6602;0;0;216;0;14263
75;Nouvelle-Aquitaine;2024-03-12;02:00;5271;183;3268;449;0;1163;0;184;21;0;0;449;0;5247
32;Hauts-de-France;2024-03-12;02:00;5480;1239;4454;636;0;2;0;133;-982;0;0;636;0;6464
24;Centre-Val de Loire;2024-03-12;02:00;2103;54;7792;378;0;12;0;49;-6182;0;0;378;0;8285
52;Pays de la Loire;2024-03-12;02:00;3231;568;0;377;0;5;0;53;2228;0;0;285;92;1003
93;Provence-Alpes-Côte d'Azur;2024-03-12;02:00;4739;1054;0;55;0;1538;0;80;2012;0;0;55;0;2727
53;Bretagne;2024-03-12;02:00;2754;232;0;414;0;189;-1;54;1866;0;0;304;110;888
28;Normandie;2024-03-12;02:00;3329;287;7787;263;0;11;0;86;-5104;0;0;181;82;8434
44;Grand Est;2024-03-12;02:00;4942;753;7068;1152;0;880;-5;158;-5063;0;0;1152;0;10006
84;Auvergne-Rhône-Alpes;2024-03-12;02:30;7792;399;9532;202;0;3882;-2;123;-6344;0;0;202;0;14136
24;Centre-Val de Loire;2024-03-12;02:30;2094;54;7794;380;0;11;0;49;-6195;0;0;380;0;8288
27;Bourgogne-Franche-Comté;2024-03-12;02:30;2354;128;0;325;0;56;0;49;1796;0;0;325;0;558
75;Nouvelle-Aquitaine;2024-03-12;02:30;5245;178;3271;441;0;1151;0;184;22;0;0;441;0;5225
52;Pays de la Loire;2024-03-12;02:30;3088;568;0;376;0;5;0;54;2085;0;0;277;99;1003
93;Provence-Alpes-Côte d'Azur;2024-03-12;02:30;4851;1064;0;51;0;1533;0;85;2119;0;0;51;0;2733
44;Grand Est;2024-03-12;02:30;4883;753;7065;1141;0;864;-6;157;-5092;0;0;1141;0;9974
28;Normandie;2024-03-12;02:30;3257;287;7790;247;0;11;0;86;-5164;0;0;164;83;8421
11;Île-de-France;2024-03-12;02:30;7035;395;0;40;0;0;0;129;6470;0;0;40;0;564
32;Hauts-de-France;2024-03-12;02:30;5464;1287;4454;606;0;2;0;133;-1018;0;0;606;0;6482
76;Occitanie;2024-03-12;02:30;4338;46;2579;886;0;2245;-17;107;-1507;0;0;886;0;5846
53;Bretagne;2024-03-12;02:30;2698;231;0;471;0;189;-1;52;1755;0;0;352;119;942
52;Pays de la Loire;2024-03-12;03:00;3017;567;0;373;0;5;0;54;2017;0;0;259;114;999
11;Île-de-France;2024-03-12;03:00;6855;396;0;35;0;0;0;125;6299;0;0;35;0;556
27;Bourgogne-Franche-Comté;2024-03-12;03:00;2269;127;0;298;0;56;0;49;1738;0;0;298;0;530
44;Grand Est;2024-03-12;03:00;4839;531;7068;1130;0;848;-263;158;-4631;0;0;1130;0;9472
32;Hauts-de-France;2024-03-12;03:00;5341;1253;4453;577;0;2;0;133;-1077;0;0;577;0;6418
84;Auvergne-Rhône-Alpes;2024-03-12;03:00;7618;349;9535;201;0;3618;-2;124;-6207;0;0;201;0;13825
53;Bretagne;2024-03-12;03:00;2573;232;0;487;0;189;-1;53;1614;0;0;369;118;960
93;Provence-Alpes-Côte d'Azur;2024-03-12;03:00;4682;1064;0;56;0;1531;0;86;1945;0;0;56;0;2737
76;Occitanie;2024-03-12;03:00;4278;46;2578;855;0;2002;-17;106;-1292;0;0;855;0;5570
28;Normandie;2024-03-12;03:00;3185;287;7799;225;0;11;0;84;-5221;0;0;165;60;8406
24;Centre-Val de Loire;2024-03-12;03:00;2046;54;7795;383;0;11;0;50;-6247;0;0;383;0;8293
75;Nouvelle-Aquitaine;2024-03-12;03:00;5072;175;3270;376;0;1146;0;184;-77;0;0;376;0;5151
53;Bretagne;2024-03-12;03:30;2511;232;0;472;0;188;-1;53;1567;0;0;371;101;944
11;Île-de-France;2024-03-12;03:30;6751;396;0;27;0;0;0;122;6206;0;0;27;0;545
76;Occitanie;2024-03-12;03:30;4168;46;2579;793;0;2054;-17;107;-1393;0;0;793;0;5562
93;Provence-Alpes-Côte d'Azur;2024-03-12;03:30;4568;1065;0;52;0;1537;0;85;1828;0;0;52;0;2739
32;Hauts-de-France;2024-03-12;03:30;5273;1329;4453;502;0;2;0;131;-1144;0;0;502;0;6417
28;Normandie;2024-03-12;03:30;3114;287;7856;226;0;10;0;83;-5349;0;0;158;68;8462
75;Nouvelle-Aquitaine;2024-03-12;03:30;4966;175;3272;301;0;1141;0;183;-108;0;0;301;0;5072
44;Grand Est;2024-03-12;03:30;4720;513;7070;1177;0;840;-346;156;-4690;0;0;1177;0;9410
52;Pays de la Loire;2024-03-12;03:30;2924;567;0;367;0;5;0;54;1931;0;0;251;116;993
84;Auvergne-Rhône-Alpes;2024-03-12;03:30;7579;349;9535;216;0;3686;-2;124;-6329;0;0;216;0;13908
27;Bourgogne-Franche-Comté;2024-03-12;03:30;2272;128;0;314;0;55;0;49;1726;0;0;314;0;546
24;Centre-Val de Loire;2024-03-12;03:30;2014;54;7798;376;0;11;0;51;-6276;0;0;376;0;8290
93;Provence-Alpes-Côte d'Azur;2024-03-12;04:00;4527;993;0;53;0;1477;0;84;1921;0;0;53;0;2607
52;Pays de la Loire;2024-03-12;04:00;2902;566;0;385;0;5;0;55;1892;0;0;267;118;1011
76;Occitanie;2024-03-12;04:00;4062;46;2580;808;0;2053;-17;104;-1512;0;0;808;0;5574
84;Auvergne-Rhône-Alpes;2024-03-12;04:00;7492;349;9537;202;0;3689;-2;121;-6403;0;0;202;0;13896
11;Île-de-France;2024-03-12;04:00;6669;395;0;27;0;0;0;118;6128;0;0;27;0;540
44;Grand Est;2024-03-12;04:00;4670;449;7069;1095;0;817;-638;157;-4279;0;0;1095;0;8949
53;Bretagne;2024-03-12;04:00;2471;232;0;478;0;187;-1;53;1522;0;0;374;104;949
28;Normandie;2024-03-12;04:00;3070;287;7866;256;0;10;0;84;-5434;0;0;166;90;8503
24;Centre-Val de Loire;2024-03-12;04:00;1961;54;7798;414;0;11;0;52;-6368;0;0;414;0;8329
27;Bourgogne-Franche-Comté;2024-03-12;04:00;2226;128;0;303;0;55;0;49;1693;0;0;303;0;535
75;Nouvelle-Aquitaine;2024-03-12;04:00;4840;175;3272;237;0;1141;0;183;-164;0;0;237;0;5008
32;Hauts-de-France;2024-03-12;04:00;5133;1300;4453;503;0;2;0;130;-1256;0;0;503;0;6388
75;Nouvelle-Aquitaine;2024-03-12;04:30;4796;178;3272;224;0;1105;0;186;-169;0;0;224;0;4965
28;Normandie;2024-03-12;04:30;3073;287;7868;272;0;10;0;85;-5449;0;0;167;105;8522
24;Centre-Val de Loire;2024-03-12;04:30;2011;54;7797;415;0;11;0;51;-6317;0;0;415;0;8328
53;Bretagne;2024-03-12;04:30;2455;230;0;472;0;185;-1;53;1516;0;0;359;113;939
11;Île-de-France;2024-03-12;04:30;6742;395;0;30;0;0;0;119;6198;0;0;30;0;544
76;Occitanie;2024-03-12;04:30;4026;46;2579;834;0;2028;-17;107;-1550;0;0;834;0;5577
52;Pays de la Loire;2024-03-12;04:30;2892;565;0;390;0;5;0;55;1877;0;0;279;111;1015
93;Provence-Alpes-Côte d'Azur;2024-03-12;04:30;4488;971;0;57;0;1423;0;80;1958;0;0;57;0;2531
27;Bourgogne-Franche-Comté;2024-03-12;04:30;2220;127;0;295;0;55;0;49;1694;0;0;295;0;526
44;Grand Est;2024-03-12;04:30;4509;441;7072;1010;0;812;-683;155;-4298;0;0;1010;0;8807
84;Auvergne-Rhône-Alpes;2024-03-12;04:30;7362;349;9538;208;0;3513;-2;121;-6366;0;0;208;0;13727
32;Hauts-de-France;2024-03-12;04:30;5151;1306;4453;503;0;2;0;130;-1243;0;0;503;0;6394
28;Normandie;2024-03-12;05:00;3039;287;7863;319;0;10;0;84;-5524;0;0;173;146;8563
52;Pays de la Loire;2024-03-12;05:00;2984;565;0;395;0;5;0;55;1964;0;0;275;120;1020
24;Centre-Val de Loire;2024-03-12;05:00;1999;54;7797;431;0;11;0;51;-6346;0;0;431;0;8344
11;Île-de-France;2024-03-12;05:00;6884;395;0;35;0;0;0;120;6334;0;0;35;0;550
84;Auvergne-Rhône-Alpes;2024-03-12;05:00;7398;349;9540;195;0;3522;-2;122;-6329;0;0;195;0;13726
75;Nouvelle-Aquitaine;2024-03-12;05:00;4879;176;3273;207;0;1109;0;181;-64;0;0;207;0;4946
53;Bretagne;2024-03-12;05:00;2472;229;0;465;0;160;-1;53;1565;0;0;353;112;906
76;Occitanie;2024-03-12;05:00;4086;46;2581;838;0;2073;-17;107;-1542;0;0;838;0;5628
32;Hauts-de-France;2024-03-12;05:00;5062;1392;4452;514;0;2;0;130;-1427;0;0;514;0;6490
27;Bourgogne-Franche-Comté;2024-03-12;05:00;2215;128;0;285;0;55;0;49;1698;0;0;285;0;517
93;Provence-Alpes-Côte d'Azur;2024-03-12;05:00;4469;903;0;56;0;1419;0;84;2008;0;0;56;0;2462
44;Grand Est;2024-03-12;05:00;4461;453;7076;982;0;814;-678;156;-4341;0;0;982;0;8803
28;Normandie;2024-03-12;05:30;3188;287;7863;359;0;10;0;85;-5416;0;0;185;174;8604
93;Provence-Alpes-Côte d'Azur;2024-03-12;05:30;4537;1200;0;51;0;1475;0;84;1728;0;0;51;0;2810
76;Occitanie;2024-03-12;05:30;4136;46;2582;804;0;2082;-17;108;-1470;0;0;804;0;5605
52;Pays de la Loire;2024-03-12;05:30;3033;565;0;412;0;5;0;54;1997;0;0;284;128;1036
44;Grand Est;2024-03-12;05:30;4702;514;7077;947;0;880;-673;155;-4197;0;0;947;0;8900
24;Centre-Val de Loire;2024-03-12;05:30;2075;54;7800;400;0;11;0;51;-6241;0;0;400;0;8316
11;Île-de-France;2024-03-12;05:30;7208;395;0;37;0;0;0;117;6659;0;0;37;0;549
84;Auvergne-Rhône-Alpes;2024-03-12;05:30;7673;521;9541;182;0;3595;-2;121;-6286;0;0;182;0;13958
75;Nouvelle-Aquitaine;2024-03-12;05:30;4969;178;3270;213;0;1008;0;182;114;0;0;213;0;4851
53;Bretagne;2024-03-12;05:30;2531;297;0;476;0;88;-1;53;1618;0;0;356;120;913
32;Hauts-de-France;2024-03-12;05:30;5293;1322;4450;539;0;2;0;131;-1151;0;0;539;0;6444
27;Bourgogne-Franche-Comté;2024-03-12;05:30;2307;129;0;270;0;55;0;49;1804;0;0;270;0;503
75;Nouvelle-Aquitaine;2024-03-12;06:00;5186;179;3271;218;0;1115;0;179;233;0;0;218;0;4962
52;Pays de la Loire;2024-03-12;06:00;3264;565;0;447;0;5;0;54;2194;0;0;308;139;1071
53;Bretagne;2024-03-12;06:00;2572;517;0;519;0;22;-2;52;1463;0;0;370;150;1108
24;Centre-Val de Loire;2024-03-12;06:00;2146;54;7801;350;0;11;0;51;-6121;0;0;350;0;8267
93;Provence-Alpes-Côte d'Azur;2024-03-12;06:00;4649;1285;0;52;0;1521;0;83;1709;0;0;52;0;2941
11;Île-de-France;2024-03-12;06:00;7470;397;0;39;0;0;0;117;6920;0;0;39;0;553
44;Grand Est;2024-03-12;06:00;4777;784;7077;909;0;885;-11;154;-5020;0;0;909;0;9798
32;Hauts-de-France;2024-03-12;06:00;5397;1387;4448;607;0;2;0;129;-1175;0;0;607;0;6573
76;Occitanie;2024-03-12;06:00;4418;46;2583;772;0;2118;-17;109;-1192;0;0;772;0;5611
84;Auvergne-Rhône-Alpes;2024-03-12;06:00;7690;573;9539;171;0;3812;-2;121;-6523;0;0;171;0;14214
27;Bourgogne-Franche-Comté;2024-03-12;06:00;2372;129;0;249;0;54;0;49;1893;0;0;249;0;481
28;Normandie;2024-03-12;06:00;3267;287;7861;365;0;10;0;84;-5340;0;0;187;178;8607
75;Nouvelle-Aquitaine;2024-03-12;06:30;5539;184;3270;225;0;1298;0;180;381;0;0;225;0;5157
84;Auvergne-Rhône-Alpes;2024-03-12;06:30;7994;561;9535;154;0;4386;-2;118;-6757;0;0;154;0;14752
24;Centre-Val de Loire;2024-03-12;06:30;2302;55;7801;343;0;18;0;51;-5965;0;0;343;0;8268
27;Bourgogne-Franche-Comté;2024-03-12;06:30;2500;128;0;223;0;55;0;49;2045;0;0;223;0;455
76;Occitanie;2024-03-12;06:30;4595;46;2584;760;0;2447;-17;109;-1334;0;0;760;0;5929
32;Hauts-de-France;2024-03-12;06:30;5744;1125;4447;722;0;2;0;128;-679;0;0;722;0;6424
44;Grand Est;2024-03-12;06:30;4993;1255;7076;780;0;899;-1;154;-5171;0;0;780;0;10163
11;Île-de-France;2024-03-12;06:30;7996;405;0;42;0;0;0;114;7436;0;0;42;0;561
93;Provence-Alpes-Côte d'Azur;2024-03-12;06:30;4823;1279;0;53;0;1582;0;82;1829;0;0;53;0;2996
52;Pays de la Loire;2024-03-12;06:30;3419;564;0;449;0;5;0;54;2347;0;0;327;122;1072
53;Bretagne;2024-03-12;06:30;2805;680;0;526;0;10;0;54;1535;0;0;381;145;1270
28;Normandie;2024-03-12;06:30;3462;287;7860;385;0;10;0;84;-5165;0;0;189;197;8626
52;Pays de la Loire;2024-03-12;07:00;3634;548;0;495;0;5;0;54;2533;0;0;343;152;1102
11;Île-de-France;2024-03-12;07:00;8354;405;0;44;0;0;0;116;7787;0;0;44;0;565
84;Auvergne-Rhône-Alpes;2024-03-12;07:00;8271;556;9534;155;0;5136;-2;119;-7227;0;0;155;0;15498
27;Bourgogne-Franche-Comté;2024-03-12;07:00;2555;128;0;198;0;61;0;49;2120;0;0;198;0;436
76;Occitanie;2024-03-12;07:00;4819;46;2584;743;0;3087;-17;110;-1735;0;0;743;0;6553
24;Centre-Val de Loire;2024-03-12;07:00;2465;55;7801;347;0;19;0;51;-5808;0;0;347;0;8273
93;Provence-Alpes-Côte d'Azur;2024-03-12;07:00;4983;1351;0;49;1;1605;0;82;1895;0;0;49;0;3088
28;Normandie;2024-03-12;07:00;3565;294;7859;366;0;10;0;83;-5047;0;0;203;163;8612
32;Hauts-de-France;2024-03-12;07:00;5781;1413;4445;811;0;2;0;126;-1017;0;0;811;0;6797
75;Nouvelle-Aquitaine;2024-03-12;07:00;5841;183;3269;251;0;1341;0;178;617;0;0;251;0;5222
44;Grand Est;2024-03-12;07:00;5293;1727;7075;703;0;908;-1;149;-5268;0;0;703;0;10561
53;Bretagne;2024-03-12;07:00;2973;686;0;517;0;23;-1;54;1694;0;0;383;134;1279
93;Provence-Alpes-Côte d'Azur;2024-03-12;07:30;5060;1330;0;55;35;1677;0;81;1881;0;0;55;0;3178
32;Hauts-de-France;2024-03-12;07:30;6133;1401;4443;932;1;2;0;129;-773;0;0;932;0;6908
28;Normandie;2024-03-12;07:30;3673;303;7858;379;0;10;0;84;-4961;0;0;240;138;8634
53;Bretagne;2024-03-12;07:30;3133;699;0;520;0;50;-1;54;1811;0;0;404;116;1322
76;Occitanie;2024-03-12;07:30;5070;45;2585;763;16;3273;-17;109;-1706;0;0;763;0;6774
11;Île-de-France;2024-03-12;07:30;8833;405;0;45;1;0;0;113;8270;0;0;45;0;564
84;Auvergne-Rhône-Alpes;2024-03-12;07:30;8525;575;9536;157;6;5777;-2;119;-7643;0;0;157;0;16168
27;Bourgogne-Franche-Comté;2024-03-12;07:30;2728;128;0;180;3;221;0;49;2147;0;0;180;0;581
75;Nouvelle-Aquitaine;2024-03-12;07:30;5978;184;3272;284;3;1538;0;179;520;0;0;284;0;5460
52;Pays de la Loire;2024-03-12;07:30;3795;477;0;609;0;5;0;55;2649;0;0;368;241;1146
44;Grand Est;2024-03-12;07:30;5233;1783;7075;644;5;1364;-1;151;-5788;0;0;644;0;11021
24;Centre-Val de Loire;2024-03-12;07:30;2548;54;7803;305;2;53;0;51;-5721;0;0;305;0;8268
53;Bretagne;2024-03-12;08:00;3148;701;0;522;2;62;-1;53;1809;0;0;399;123;1339
52;Pays de la Loire;2024-03-12;08:00;3765;534;0;652;12;5;0;54;2508;0;0;387;266;1257
44;Grand Est;2024-03-12;08:00;5347;1795;7074;611;31;1518;0;153;-5834;0;0;611;0;11182
84;Auvergne-Rhône-Alpes;2024-03-12;08:00;8727;578;9534;148;47;6023;-2;119;-7720;0;0;148;0;16447
28;Normandie;2024-03-12;08:00;3727;301;7860;385;2;10;0;85;-4917;0;0;245;140;8643
93;Provence-Alpes-Côte d'Azur;2024-03-12;08:00;5107;1353;0;58;169;1689;0;79;1760;0;0;58;0;3348
32;Hauts-de-France;2024-03-12;08:00;6401;1450;4441;940;8;2;0;129;-568;0;0;940;0;6970
24;Centre-Val de Loire;2024-03-12;08:00;2529;55;7802;281;22;59;0;53;-5743;0;0;281;0;8272
27;Bourgogne-Franche-Comté;2024-03-12;08:00;2796;127;0;192;16;233;0;49;2179;0;0;192;0;617
75;Nouvelle-Aquitaine;2024-03-12;08:00;6006;184;3270;290;91;1549;0;180;441;0;0;290;0;5564
76;Occitanie;2024-03-12;08:00;5083;42;2587;757;121;3265;-17;111;-1783;0;0;757;0;6866
11;Île-de-France;2024-03-12;08:00;9263;405;0;38;6;0;0;108;8707;0;0;38;0;557
75;Nouvelle-Aquitaine;2024-03-12;08:30;6018;184;3267;314;321;1554;0;181;199;0;0;314;0;5821
24;Centre-Val de Loire;2024-03-12;08:30;2577;55;7800;276;61;59;0;54;-5728;0;0;276;0;8305
52;Pays de la Loire;2024-03-12;08:30;3853;576;0;687;49;5;0;54;2482;0;0;381;306;1371
93;Provence-Alpes-Côte d'Azur;2024-03-12;08:30;5138;1387;0;55;403;1697;0;79;1518;0;0;55;0;3621
76;Occitanie;2024-03-12;08:30;5065;43;2587;747;340;2935;-17;112;-1682;0;0;747;0;6747
27;Bourgogne-Franche-Comté;2024-03-12;08:30;2887;127;0;174;32;267;0;49;2238;0;0;174;0;649
53;Bretagne;2024-03-12;08:30;3194;709;0;535;10;60;-1;54;1828;0;0;386;149;1367
44;Grand Est;2024-03-12;08:30;5662;1871;7072;583;67;1506;0;154;-5591;0;0;583;0;11253
84;Auvergne-Rhône-Alpes;2024-03-12;08:30;8901;582;9532;157;132;6160;-2;117;-7777;0;0;157;0;16678
28;Normandie;2024-03-12;08:30;3740;302;7855;464;7;10;0;86;-4984;0;0;246;217;8724
32;Hauts-de-France;2024-03-12;08:30;6310;1451;4439;1036;20;2;0;130;-768;0;0;1036;0;7078
11;Île-de-France;2024-03-12;08:30;9378;561;0;34;20;0;0;107;8656;0;0;34;0;722
24;Centre-Val de Loire;2024-03-12;09:00;2537;54;7800;250;113;59;0;53;-5792;0;0;250;0;8329
32;Hauts-de-France;2024-03-12;09:00;6345;1495;4438;1099;38;2;0;131;-856;0;0;1099;0;7203
76;Occitanie;2024-03-12;09:00;5079;46;2588;769;633;2485;-17;112;-1536;0;0;769;0;6616
84;Auvergne-Rhône-Alpes;2024-03-12;09:00;8954;581;9531;143;246;5950;-2;115;-7610;0;0;143;0;16564
52;Pays de la Loire;2024-03-12;09:00;3877;575;0;673;93;5;0;53;2478;0;0;358;315;1399
75;Nouvelle-Aquitaine;2024-03-12;09:00;6067;183;3244;280;659;1500;0;181;26;0;0;280;0;6047
28;Normandie;2024-03-12;09:00;3818;303;7856;524;12;11;0;86;-4974;0;0;258;266;8792
93;Provence-Alpes-Côte d'Azur;2024-03-12;09:00;5111;1381;0;50;659;1692;0;90;1240;0;0;50;0;3872
44;Grand Est;2024-03-12;09:00;5517;1884;7032;582;96;1398;0;148;-5623;0;0;582;0;11140
53;Bretagne;2024-03-12;09:00;3233;711;0;514;22;45;-1;54;1889;0;0;371;143;1345
27;Bourgogne-Franche-Comté;2024-03-12;09:00;2817;125;0;157;53;268;0;50;2165;0;0;157;0;653
11;Île-de-France;2024-03-12;09:00;9422;612;0;32;37;0;0;107;8637;0;0;32;0;788
76;Occitanie;2024-03-12;09:30;4917;47;2587;749;967;2601;-17;112;-2128;0;0;749;0;7046
84;Auvergne-Rhône-Alpes;2024-03-12;09:30;9089;579;9524;134;396;5505;-2;115;-7163;0;0;134;0;16251
28;Normandie;2024-03-12;09:30;3802;303;7858;572;16;11;0;86;-5044;0;0;297;276;8846
32;Hauts-de-France;2024-03-12;09:30;6341;1451;4436;1057;48;2;0;128;-781;0;0;1057;0;7122
93;Provence-Alpes-Côte d'Azur;2024-03-12;09:30;5129;1376;0;46;920;1710;0;87;991;0;0;46;0;4139
44;Grand Est;2024-03-12;09:30;5631;1882;7036;605;139;1469;0;149;-5648;0;0;605;0;11280
24;Centre-Val de Loire;2024-03-12;09:30;2542;52;7798;223;172;59;0;52;-5816;0;0;223;0;8356
75;Nouvelle-Aquitaine;2024-03-12;09:30;6104;180;3239;240;1007;1537;0;187;-287;0;0;240;0;6390
52;Pays de la Loire;2024-03-12;09:30;3855;575;0;634;124;5;0;54;2464;0;0;341;293;1392
53;Bretagne;2024-03-12;09:30;3204;711;0;495;36;22;-1;53;1888;0;0;355;140;1316
27;Bourgogne-Franche-Comté;2024-03-12;09:30;2838;122;0;159;84;271;0;52;2151;0;0;159;0;688
11;Île-de-France;2024-03-12;09:30;9457;612;0;25;55;0;0;108;8657;0;0;25;0;800
75;Nouvelle-Aquitaine;2024-03-12;10:00;6022;178;3237;237;1312;1483;0;189;-611;0;0;237;0;6636
28;Normandie;2024-03-12;10:00;3787;302;7860;627;20;11;0;86;-5118;0;0;348;279;8906
53;Bretagne;2024-03-12;10:00;3194;707;0;531;54;18;-1;53;1834;0;0;369;162;1362
76;Occitanie;2024-03-12;10:00;4892;45;2586;757;1313;2490;-17;112;-2395;0;0;757;0;7286
44;Grand Est;2024-03-12;10:00;5589;1875;7027;655;175;1386;0;154;-5679;0;0;655;0;11272
27;Bourgogne-Franche-Comté;2024-03-12;10:00;2817;121;0;167;119;210;0;51;2150;0;0;167;0;668
52;Pays de la Loire;2024-03-12;10:00;3850;559;0;591;157;5;0;54;2485;0;0;332;259;1366
24;Centre-Val de Loire;2024-03-12;10:00;2554;54;7793;212;234;59;0;51;-5848;0;0;212;0;8403
93;Provence-Alpes-Côte d'Azur;2024-03-12;10:00;5072;1341;0;50;1179;1703;0;88;711;0;0;50;0;4361
84;Auvergne-Rhône-Alpes;2024-03-12;10:00;9027;575;9522;131;529;4935;-2;116;-6779;0;0;131;0;15806
32;Hauts-de-France;2024-03-12;10:00;6343;1474;4439;1074;61;2;0;128;-829;0;0;1074;0;7178
11;Île-de-France;2024-03-12;10:00;9460;612;0;20;64;0;0;107;8662;0;0;20;0;803
27;Bourgogne-Franche-Comté;2024-03-12;10:30;2840;126;0;177;165;193;0;48;2132;0;0;177;0;709
84;Auvergne-Rhône-Alpes;2024-03-12;10:30;8997;570;9421;140;654;5018;-2;120;-6923;0;0;140;0;15921
28;Normandie;2024-03-12;10:30;3782;299;7862;658;23;11;0;87;-5158;0;0;379;279;8940
24;Centre-Val de Loire;2024-03-12;10:30;2530;54;7788;214;249;59;0;50;-5885;0;0;214;0;8414
53;Bretagne;2024-03-12;10:30;3136;697;0;553;75;18;-1;52;1742;0;0;367;186;1394
32;Hauts-de-France;2024-03-12;10:30;6311;1465;4440;1181;68;2;0;129;-975;0;0;1181;0;7285
75;Nouvelle-Aquitaine;2024-03-12;10:30;5953;177;3261;229;1465;1528;0;186;-894;0;0;229;0;6846
76;Occitanie;2024-03-12;10:30;4826;46;2584;747;1572;2477;-17;112;-2695;0;0;747;0;7521
93;Provence-Alpes-Côte d'Azur;2024-03-12;10:30;4982;1101;0;56;1290;1634;0;90;811;0;0;56;0;4171
52;Pays de la Loire;2024-03-12;10:30;3774;436;0;545;184;5;0;53;2551;0;0;324;221;1223
44;Grand Est;2024-03-12;10:30;5672;1884;7051;696;214;1436;0;154;-5762;0;0;696;0;11435
11;Île-de-France;2024-03-12;10:30;9476;610;0;21;53;0;0;105;8687;0;0;21;0;789
75;Nouvelle-Aquitaine;2024-03-12;11:00;5802;178;3260;256;1592;1470;0;187;-1136;0;0;256;0;6943
28;Normandie;2024-03-12;11:00;3776;299;7851;685;27;11;0;88;-5185;0;0;406;279;8961
53;Bretagne;2024-03-12;11:00;3108;698;0;582;105;15;-1;54;1654;0;0;354;228;1453
44;Grand Est;2024-03-12;11:00;5643;1754;7032;788;244;900;-1;154;-5227;0;0;788;0;10871
52;Pays de la Loire;2024-03-12;11:00;3778;427;0;595;203;5;0;53;2495;0;0;341;253;1283
