Type_Ouvrage,Code_Ligne,Tension,Ville_Depart,Ville_Arrivee,Capacite_MW,Reg_Depart_Code,Reg_Depart,Reg_Arrivee_Code,Reg_Arrivee
AERIEN,CPNOLL61SAONE,225kV,CHAMPAGNOLE,SAONE,400,27,Bourgogne-Franche-Comté,27,Bourgogne-Franche-Comté
AERIEN,CRENEL61MAROL,225kV,CRENEY,MAROLLES,400,44,Grand Est,44,Grand Est
AERIEN,MAROLL61REVIG,225kV,MAROLLES,REVIGNY,400,44,Grand Est,44,Grand Est
AERIEN,CHAN5L72QUINT,400kV,CHANCEAUX,QUINTES (LES),1500,24,Centre-Val de Loire,52,Pays de la Loire
AERIEN,CORNIL61ZCRUS,225kV,CORNIER,CRUSEILLES,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,CORNIL61ZCRUS,225kV,CRUSEILLES,GENISSIAT-POSTE,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,CORNIL62GEN.P,225kV,CORNIER,GENISSIAT-POSTE,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,CHEY6L71G.ILE,400kV,CHEYLAS (LE),GRANDE-ILE,1500,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,ESTR6L61VALEN,225kV,ESTREUX,VALENCIENNES,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,THIERL61VALEN,225kV,THIERS (BRUAY-SUR-L'ESCAUT),VALENCIENNES,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,COULAL71P.COR,400kV,COULANGE,PIVOZ CORDIER,1500,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,ALBERL72G.ILE,400kV,ALBERTVILLE,GRANDE-ILE,1500,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,ALBERL71G.ILE,400kV,ALBERTVILLE,GRANDE-ILE,1500,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,REQUIL61ZLACA,225kV,PELISSIER,REQUISTA,400,76,Occitanie,76,Occitanie
AERIEN,REQUIL61ZLACA,225kV,REQUISTA,ST-VICTOR,400,76,Occitanie,76,Occitanie
AERIEN,REQUIL31ZTREB,225kV,CROUX,REQUISTA -TREBAS,400,76,Occitanie,76,Occitanie
AERIEN,CORBIL63DISTR,225kV,CORBIERE (LA),DISTRE,400,52,Pays de la Loire,52,Pays de la Loire
AERIEN,CRENEL61ROSIE,225kV,CRENEY,ROSIERES,400,44,Grand Est,84,Auvergne-Rhône-Alpes
AERIEN,ROSIEL61ZC.SE,225kV,CHATILLON-SUR-SEINE,DARCEY,400,27,Bourgogne-Franche-Comté,27,Bourgogne-Franche-Comté
AERIEN,ROSIEL61ZC.SE,225kV,DARCEY,ROSIERES,400,27,Bourgogne-Franche-Comté,84,Auvergne-Rhône-Alpes
AERIEN,SSHUBL61ZB.HA,225kV,BASSE HAM,ST-HUBERT,400,44,Grand Est,44,Grand Est
AERIEN,SSHUBL61ZB.HA,225kV,ST-HUBERT,VIGY,400,44,Grand Est,44,Grand Est
AERIEN,REVIGL71VIGY,400kV,REVIGNY,VIGY,1500,44,Grand Est,44,Grand Est
AERIEN,VIGY L61ZPELT,400kV,BEZAUMONT,PELTRE,1500,44,Grand Est,44,Grand Est
AERIEN,VIGY L61ZPELT,400kV,PELTRE,VIGY,1500,44,Grand Est,44,Grand Est
AERIEN,MEZE5L62PORCH,225kV,MEZEROLLES,PORCHEVILLE,400,32,Hauts-de-France,11,Île-de-France
AERIEN,P.GASL61TILLI,225kV,PLESSIS-GASSOT,TILLIERS,400,11,Île-de-France,11,Île-de-France
AERIEN,FALLOL62ZV.BE,225kV,FALLOU,PLESSIS-GASSOT,400,11,Île-de-France,11,Île-de-France
AERIEN,FALLOL62ZV.BE,225kV,PLESSIS-GASSOT,VILLIERS-LE-BEL,400,11,Île-de-France,11,Île-de-France
AERIEN,MARMAL61SSVA6,225kV,MARMAGNE,ST-CYR-EN-VAL,400,24,Centre-Val de Loire,24,Centre-Val de Loire
AERIEN,PRRTTL62SEQUE,225kV,PIERRETTE (LA),SEQUEDIN,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,BXTO5L61ZCES6,225kV,BEAUTOR (POSTE),SETIER,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,BXTO5L61ZCES6,225kV,SETIER,CESSIER (LE),400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,GAMPAL61P.EVE,225kV,GAMPALOUP,PONT-EVEQUE,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,CREYSL71GEN.P,400kV,CREYS,GENISSIAT-POSTE,1500,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,CREYSL72GEN.P,400kV,CREYS,GENISSIAT-POSTE,1500,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,BATHIL61G.COE,225kV,BATHIE (LA),GRAND-COEUR,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,MORBRL61SONNE,225kV,MORBRAS,SONNETTES,400,11,Île-de-France,11,Île-de-France
AERIEN,MORBRL62SONNE,225kV,MORBRAS,SONNETTES,400,11,Île-de-France,11,Île-de-France
AERIEN,TRANSL61ZGUE5,225kV,GUERACHE (LA),PIQUAGE A GUERACHE (LA),400,93,Provence-Alpes-Côte d'Azur,93,Provence-Alpes-Côte d'Azur
AERIEN,TRANSL61ZGUE5,225kV,PIQUAGE A GUERACHE (LA),TRANS,400,93,Provence-Alpes-Côte d'Azur,93,Provence-Alpes-Côte d'Azur
AERIEN,TRANSL61ZGUE5,225kV,TRANS,VINS,400,93,Provence-Alpes-Côte d'Azur,93,Provence-Alpes-Côte d'Azur
AERIEN,VINS L61ZROCB,225kV,NEOULES,ROCBARON,400,93,Provence-Alpes-Côte d'Azur,93,Provence-Alpes-Côte d'Azur
AERIEN,VINS L61ZROCB,225kV,ROCBARON,VINS,400,93,Provence-Alpes-Côte d'Azur,93,Provence-Alpes-Côte d'Azur
AERIEN,AQUEDL62CIROL,225kV,AQUEDUCS (LES),CIROLLIERS,400,11,Île-de-France,11,Île-de-France
AERIEN,LANAUL61ZLANA,225kV,RUEYRES,GRANDVAL,400,76,Occitanie,84,Auvergne-Rhône-Alpes
AERIEN,LANAUL61ZLANA,225kV,GRANDVAL,LANAU,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,VLEJUL63ZV.OR,225kV,CHEVILLY,ULIS (LES),400,11,Île-de-France,11,Île-de-France
AERIEN,VLEJUL63ZV.OR,225kV,ULIS (LES),VILLEJUST,400,11,Île-de-France,11,Île-de-France
AERIEN,VLEJUL64ZMAS5,225kV,CHEVILLY,MASSY,400,11,Île-de-France,11,Île-de-France
AERIEN,VLEJUL64ZMAS5,225kV,MASSY,VILLEJUST,400,11,Île-de-France,11,Île-de-France
AERIEN,JEUXEL61ZGOLB,225kV,GOLBEY,JEUXEY,400,44,Grand Est,44,Grand Est
AERIEN,JEUXEL61ZGOLB,225kV,JEUXEY,VINCEY,400,44,Grand Est,44,Grand Est
AERIEN,DOGNEL31JEUXE,225kV,DOGNEVILLE,JEUXEY,400,44,Grand Est,44,Grand Est
AERIEN,SSAVOL61SUIS5,225kV,ST-AVOLD,SUISSE,400,44,Grand Est,44,Grand Est
AERIEN,SSAVOL61ZSAU9,225kV,LANEUVEVILLE,SAULNOIS,400,44,Grand Est,44,Grand Est
AERIEN,SSAVOL61ZSAU9,225kV,SAULNOIS,ST-AVOLD,400,44,Grand Est,44,Grand Est
AERIEN,COULAL73TRI.P,400kV,COULANGE,TRICASTIN-POSTE (LE),1500,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,BONNIL61ZRIC5,225kV,ARPENTS (LES),BONNIERES,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,BONNIL61ZRIC5,225kV,BONNIERES,RICHEBOURG,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,PYMONL61VOUGL,225kV,PYMONT,VOUGLANS,400,27,Bourgogne-Franche-Comté,84,Auvergne-Rhône-Alpes
AERIEN,CUBNEL61GREZI,225kV,CUBNEZAIS,GREZILLAC,400,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,CUBNEL61MTGUY,225kV,CUBNEZAIS,MONTGUYON,400,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,CUBNEL61ZSS11,225kV,CUBNEZAIS,SAINT-GERAUD-DE-CORPS,400,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,CUBNEL61ZSS11,225kV,SAINT-GERAUD-DE-CORPS,TUILIERES,400,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,CUBNEL61GREZI,225kV,CUBNEZAIS,GREZILLAC,400,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,SSAVOL61ZSAU9,225kV,LANEUVEVILLE,SAULNOIS,400,44,Grand Est,44,Grand Est
AERIEN,SSAVOL61ZSAU9,225kV,SAULNOIS,ST-AVOLD,400,44,Grand Est,44,Grand Est
AERIEN,AUBE L61COMM7,225kV,AUBE,COMMERVEIL,400,44,Grand Est,52,Pays de la Loire
AERIEN,COMM7L61ZAMIG,225kV,CLAIRE-FONTAINE,COMMERVEIL,400,52,Pays de la Loire,52,Pays de la Loire
AERIEN,COMM7L61ZAMIG,225kV,COMMERVEIL,QUINTES (LES),400,52,Pays de la Loire,52,Pays de la Loire
AERIEN,CONF5L61ZP.IL,225kV,CONFLUENT,MOIRANS,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,CONF5L61ZP.IL,225kV,MOIRANS,PERELLE,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,BREUIL63CHAST,225kV,BREUIL (LE),CHASTANG (LE),400,84,Auvergne-Rhône-Alpes,75,Nouvelle-Aquitaine
AERIEN,LOGESL61ZLINA,225kV,ESCARGOT,LOGES (LES),400,28,Normandie,28,Normandie
AERIEN,LOGESL61ZLINA,225kV,LOGES (LES),PETIT-BOIS (LE),400,28,Normandie,11,Île-de-France
AERIEN,PRELEL61SEREI,225kV,PRELES (LES),SEREIN,400,27,Bourgogne-Franche-Comté,27,Bourgogne-Franche-Comté
AERIEN,GERMIL31PRELE,225kV,GERMIGNY,PRELES (LES),400,44,Grand Est,27,Bourgogne-Franche-Comté
AERIEN,DOUVRL61VENDI,225kV,DOUVRIN,VENDIN,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,CHABRL61L.NEU,225kV,CHABRILLAN,LOGIS-NEUF,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,CUBNEL61MTGUY,225kV,CUBNEZAIS,MONTGUYON,400,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,GRIGNL61ZCOQU,225kV,AQUEDUCS (LES),COQUIBUS,400,11,Île-de-France,32,Hauts-de-France
AERIEN,GRIGNL61ZCOQU,225kV,COQUIBUS,GRIGNY,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,FRONCL61ZEPIZ,225kV,FRONCLES,EPIZON,400,44,Grand Est,44,Grand Est
AERIEN,FRONCL61ZEPIZ,225kV,EPIZON,MUREMONT,400,44,Grand Est,44,Grand Est
AERIEN,CHESNL66MTERE,225kV,CHESNOY (LE),MONTEREAU,400,24,Centre-Val de Loire,24,Centre-Val de Loire
AERIEN,BARBUL61FOSSE,225kV,BARBUISE,FOSSES (LES),400,44,Grand Est,11,Île-de-France
AERIEN,CPNIEL61ZSABL,225kV,CHAMPAGNIER,CORDEAC,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,CPNIEL61ZSABL,225kV,CORDEAC,SABLES (LES),400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,LATENL61ZC.OM,225kV,LATENA,PERTAIN,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,LATENL61ZC.OM,225kV,PERTAIN,CRESSY-OMENCOURT,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,P.GASL61ZBRI5,225kV,PLESSIS-GASSOT,SEINE,400,11,Île-de-France,11,Île-de-France
AERIEN,P.GASL61ZBRI5,225kV,SEINE,BRICHE (LA),400,11,Île-de-France,11,Île-de-France
AERIEN,SEINEL61ZBRI5,225kV,PLESSIS-GASSOT,SEINE,400,11,Île-de-France,11,Île-de-France
AERIEN,SEINEL61ZBRI5,225kV,SEINE,BRICHE (LA),400,11,Île-de-France,11,Île-de-France
AERIEN,CABANL61DARSE,225kV,CABAN,DARSE,400,93,Provence-Alpes-Côte d'Azur,93,Provence-Alpes-Côte d'Azur
AERIEN,ENCHAL61ZENCH,225kV,BREUIL,GATELLIER,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,ENCHAL61ZENCH,225kV,GATELLIER,ENCHANET,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,COR.PL72LOUIS,400kV,CORDEMAIS-P,LOUISFERT (POSTE F),1500,52,Pays de la Loire,52,Pays de la Loire
AERIEN,CHAFFL71G.ILE,400kV,CHAFFARD,GRANDE-ILE,1500,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,DONZAL72GOLF5,400kV,DONZAC,GOLFECH (AUXILIAIRES,1500,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,MERLAL62SOULL,225kV,MERLATIERE,SOULLANS,400,52,Pays de la Loire,52,Pays de la Loire
AERIEN,B.EPIL61RENNE,225kV,BELLE-EPINE,RENNES,400,53,Bretagne,53,Bretagne
AERIEN,B.EPIL62RENNE,225kV,BELLE-EPINE,RENNES,400,53,Bretagne,53,Bretagne
AERIEN,MASSYL64ZMAS5,225kV,CHEVILLY,MASSY,400,11,Île-de-France,11,Île-de-France
AERIEN,MASSYL64ZMAS5,225kV,MASSY,VILLEJUST,400,11,Île-de-France,11,Île-de-France
AERIEN,MAUREL61P.CHA,225kV,MAUREIX (LE),PEYRAT-LE-CHATEAU,400,24,Centre-Val de Loire,75,Nouvelle-Aquitaine
AERIEN,MEZE5L63PORCH,225kV,MEZEROLLES,PORCHEVILLE,400,32,Hauts-de-France,11,Île-de-France
AERIEN,LONG6L62ZRAN6,225kV,ALBERTVILLE,LONGEFAN,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,LONG6L62ZRAN6,225kV,LONGEFAN,RANDENS,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,MUREAL61NOURO,225kV,MUREAUX (LES),NOUROTTES,400,11,Île-de-France,11,Île-de-France
AERIEN,MEZE5L61MUREA,225kV,MEZEROLLES,MUREAUX (LES),400,32,Hauts-de-France,11,Île-de-France
AERIEN,MOLIEL71QUINT,400kV,MOLIERE,LES-QUINTES,1500,52,Pays de la Loire,52,Pays de la Loire
AERIEN,OUDONL71QUINT,400kV,OUDON,QUINTES (LES),1500,52,Pays de la Loire,52,Pays de la Loire
AERIEN,LUTTEL61SIERE,225kV,LUTTERBACH,SIERENTZ,400,44,Grand Est,44,Grand Est
AERIEN,LUTTEL62SIERE,225kV,LUTTERBACH,SIERENTZ,400,44,Grand Est,44,Grand Est
AERIEN,OUDONL71TAUTE,400kV,OUDON,TAUTE,1500,52,Pays de la Loire,28,Normandie
AERIEN,.EICHL71MUHLB,400kV,EICHSTETTEN,MUHLBACH,1500,0,Étranger,44,Grand Est
AERIEN,FESSEL61VOGEL,400kV,FESSENHEIM (CENTRALE HYDRAULIQUE),VOGELGRUN,1500,44,Grand Est,44,Grand Est
AERIEN,.ACHEL71LONNY,400kV,ACHENE,LONNY,1500,0,Étranger,44,Grand Est
AERIEN,ETIVAL61ZSSNA,225kV,ETIVAL,ST-NABORD,400,44,Grand Est,44,Grand Est
AERIEN,ETIVAL61ZSSNA,225kV,ST-NABORD,VINCEY,400,44,Grand Est,44,Grand Est
AERIEN,VERLHL61ZNEG5,225kV,GODIN,NEGREPELISSE,400,76,Occitanie,76,Occitanie
AERIEN,VERLHL61ZNEG5,225kV,NEGREPELISSE,VERLHAGUET,400,76,Occitanie,76,Occitanie
AERIEN,BERG9L61CANTE,225kV,BERGE,CANTEGRIT,400,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,CHEVAL71WARAN,400kV,CHEVALET,WARANDE,1500,32,Hauts-de-France,32,Hauts-de-France
AERIEN,CAZARL71VERFE,400kV,CAZARIL,VERFEIL,1500,76,Occitanie,76,Occitanie
AERIEN,H.VINL62WATTR,225kV,HAUT-VINAGE,WATTRELOS,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,CHAFFL72CPNIE,400kV,CHAFFARD (LE),CHAMPAGNIER,1500,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,CPNIEL61MOIRA,400kV,CHAMPAGNIER,MOIRANS,1500,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,C.MERL61LINGO,225kV,CAGNES-SUR-MER,LINGOSTIERE,400,93,Provence-Alpes-Côte d'Azur,93,Provence-Alpes-Côte d'Azur
AERIEN,G.PORL61WARAN,225kV,GRAND-PORT,WARANDE,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,G.PORL61WARAN,225kV,GRAND-PORT,WARANDE,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,G.PORL62WARAN,225kV,GRAND-PORT,WARANDE,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,JAMETL61ZR.MA,225kV,LANDRES,STENAY,400,44,Grand Est,44,Grand Est
AERIEN,JAMETL61ZR.MA,225kV,STENAY,JAMETZ,400,44,Grand Est,44,Grand Est
AERIEN,ORAISL61SISTE,225kV,ORAISON,SISTERON,400,93,Provence-Alpes-Côte d'Azur,93,Provence-Alpes-Côte d'Azur
AERIEN,BEUVRL61VENDI,225kV,BEUVRY(LABOURSE),VENDIN,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,BEUVRL61ZBEU5,225kV,BEUVRY(LABOURSE),MAZINGARBE,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,BEUVRL61ZBEU5,225kV,MAZINGARBE,VENDIN,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,CORNIL61PRESS,225kV,CORNIER,PRESSY,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,CORNIL61PRESS,225kV,CORNIER,PRESSY,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,CESSIL61ZCES6,225kV,BEAUTOR (POSTE),SETIER,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,CESSIL61ZCES6,225kV,SETIER,CESSIER (LE),400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,PLAISL62ZGAL5,225kV,GALERES,PLAISANCE,400,11,Île-de-France,11,Île-de-France
AERIEN,PLAISL62ZGAL5,225kV,PLAISANCE,VILLEVAUDE,400,11,Île-de-France,11,Île-de-France
AERIEN,CHESNL62VOULZ,225kV,CHESNOY (LE),VOULZIE (LA),400,24,Centre-Val de Loire,24,Centre-Val de Loire
AERIEN,BAYETL72SSELO,400kV,BAYET,ST-ELOI,1500,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,CANTEL72SAUCA,400kV,CANTEGRIT,SAUCATS,1500,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,CALA5L71COR.P,400kV,CALAN,CORDEMAIS-POSTE,1500,53,Bretagne,52,Pays de la Loire
AERIEN,AMNEVL61RICHE,225kV,AMNEVILLE,RICHEMONT,400,44,Grand Est,44,Grand Est
AERIEN,AMNEVL61ZGAN5,225kV,AMNEVILLE,ST-HUBERT,400,44,Grand Est,44,Grand Est
AERIEN,AMNEVL61ZGAN5,225kV,ST-HUBERT,VIGY,400,44,Grand Est,44,Grand Est
AERIEN,CREC6L61GUARB,225kV,CRECHETS (LES),GUARBECQUE,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,GINESL61LESQU,225kV,GINESTOUS,LESQUIVE,400,76,Occitanie,76,Occitanie
AERIEN,GINESL62LESQU,225kV,GINESTOUS,LESQUIVE,400,76,Occitanie,76,Occitanie
AERIEN,BOISSL62MIONS,225kV,BOISSE (LA),MIONS,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,AQUEDL61CHENE,225kV,AQUEDUCS (LES),CHENET,400,11,Île-de-France,11,Île-de-France
AERIEN,AQUEDL62CHENE,225kV,AQUEDUCS (LES),CHENET,400,11,Île-de-France,11,Île-de-France
AERIEN,BXCOUL61ZCOR6,225kV,BEAUCOUZE,CORBIERE (LA),400,52,Pays de la Loire,52,Pays de la Loire
AERIEN,BXCOUL61ZCOR6,225kV,CORBIERE (LA),LAVAL,400,52,Pays de la Loire,52,Pays de la Loire
AERIEN,BXCOUL61ZCOR6,225kV,BEAUCOUZE,CORBIERE (LA),400,52,Pays de la Loire,52,Pays de la Loire
AERIEN,BXCOUL61ZCOR6,225kV,CORBIERE (LA),LAVAL,400,52,Pays de la Loire,52,Pays de la Loire
AERIEN,JONQUL72TAVEL,400kV,JONQUIERES,TAVEL,1500,76,Occitanie,76,Occitanie
AERIEN,FROMAL64ZFRO7,225kV,CERGY,CORMEILLES,400,11,Île-de-France,28,Normandie
AERIEN,FROMAL64ZFRO7,225kV,CORMEILLES,FROMAINVILLE,400,28,Normandie,28,Normandie
AERIEN,BXTO5L61ZRUPR,225kV,BEAUTOR(POSTE),RUPREUX,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,BXTO5L61ZRUPR,225kV,RUPREUX,SOISSONS-NOTRE-DAME,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,DAMERL61NOGEN,225kV,DAMERY,NOGENTEL,400,44,Grand Est,32,Hauts-de-France
AERIEN,NOGENL61ORMES,225kV,NOGENTEL,ORMES,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,DAMERL61NOGEN,225kV,DAMERY,NOGENTEL,400,44,Grand Est,32,Hauts-de-France
AERIEN,MAZURL71REVI5,400kV,MAZURES,REVIN,1500,44,Grand Est,44,Grand Est
AERIEN,COULAL71TRI.P,400kV,COULANGE,TRICASTIN-POSTE (LE),1500,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,CAPELL71MASTA,400kV,CAPELLE (LA),MASTAING,1500,32,Hauts-de-France,32,Hauts-de-France
AERIEN,MEZE5L72VLEJU,400kV,MEZEROLLES,VILLEJUST,1500,32,Hauts-de-France,11,Île-de-France
AERIEN,CHENEL61SENAR,225kV,CHENET,SENART,400,11,Île-de-France,11,Île-de-France
AERIEN,MALECL61PLISO,225kV,MALECOT,PLISON,400,11,Île-de-France,11,Île-de-France
AERIEN,BEC5 L62MQIS,225kV,BEC,MARQUIS (LE),400,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,BEC5 L62MQIS,225kV,BEC,MARQUIS (LE),400,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,AVOI5L71LARCA,400kV,AVOINE(POSTE 400 kV),LARCAY,1500,24,Centre-Val de Loire,24,Centre-Val de Loire
AERIEN,AVOI5L72LARCA,400kV,AVOINE(POSTE 400 kV),LARCAY,1500,24,Centre-Val de Loire,24,Centre-Val de Loire
AERIEN,CHEV5L61MERLA,225kV,CHEVIRE,MERLATIERE,400,52,Pays de la Loire,52,Pays de la Loire
AERIEN,CHEV5L61RECOU,225kV,CHEVIRE,RECOUVRANCE,400,52,Pays de la Loire,52,Pays de la Loire
AERIEN,CHEV5L61RECOU,225kV,CHEVIRE,RECOUVRANCE,400,52,Pays de la Loire,52,Pays de la Loire
AERIEN,CHEV5L61MERLA,225kV,CHEVIRE,MERLATIERE,400,52,Pays de la Loire,52,Pays de la Loire
AERIEN,ALBERL61CONTA,225kV,ALBERTVILLE,CONTAMINE,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,ALBERL61MALGO,225kV,ALBERTVILLE,MALGOVERT,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,LONNYL72MOULA,400kV,LONNY,MOULAINE,1500,44,Grand Est,44,Grand Est
AERIEN,G.COUL61VAUPA,225kV,GRAND-COURONNE,VAUPALIERE (LA),400,28,Normandie,28,Normandie
AERIEN,BEZONL61PTCHA,225kV,BEZON,PONTCHATEAU,400,52,Pays de la Loire,52,Pays de la Loire
AERIEN,MARMAL61VARE5,225kV,MARMAGNE,VARENNES (-SUR-FOUZON),400,24,Centre-Val de Loire,75,Nouvelle-Aquitaine
AERIEN,BUIREL61P.SAM,225kV,BUIRE,PONT-SUR-SAMBRE,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,CAPELL61P.SAM,225kV,CAPELLE (LA),PONT-SUR-SAMBRE,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,EGUZOL71MARMA,400kV,EGUZON,MARMAGNE,1500,24,Centre-Val de Loire,24,Centre-Val de Loire
AERIEN,AVELIL61ZHEL5,225kV,AVELIN,HAUT-VINAGE,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,AVELIL61ZHEL5,225kV,HAUT-VINAGE,HELLEMMES,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,CESTAL61PESSA,225kV,CESTAS,PESSAC,400,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,LESQUL62VERLH,225kV,LESQUIVE,VERLHAGUET,400,76,Occitanie,76,Occitanie
AERIEN,FEUILL62PONTE,225kV,FEUILLANE,PONTEAU,400,93,Provence-Alpes-Côte d'Azur,93,Provence-Alpes-Côte d'Azur
AERIEN,PATISL61REMIS,225kV,PATIS,REMISE,400,28,Normandie,28,Normandie
AERIEN,CIZE L61FLEYR,225kV,CIZE,FLEYRIAT,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,CIZE L61FLEYR,225kV,CIZE,FLEYRIAT,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,BREVIL61MALGO,225kV,BREVIERES (LES),MALGOVERT,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,MALGOL31ZVICL,225kV,BREVIERES (LES),MALGOVERT,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,MALGOL31ZVICL,225kV,MALGOVERT,VICLAIRE,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,CPNIEL61SINAR,225kV,CHAMPAGNIER,SINARD,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,GRAV5L71WARAN,400kV,GRAVELINES (CENTRALE),WARANDE,1500,32,Hauts-de-France,32,Hauts-de-France
AERIEN,CROUZL61GODIN,225kV,CROUZET (LE),GODIN,400,27,Bourgogne-Franche-Comté,76,Occitanie
AERIEN,SSVICL61ZLACA,225kV,PELISSIER,REQUISTA,400,76,Occitanie,76,Occitanie
AERIEN,SSVICL61ZLACA,225kV,REQUISTA,ST-VICTOR,400,76,Occitanie,76,Occitanie
AERIEN,CONTAL61MALGO,225kV,CONTAMINE,MALGOVERT,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
